19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
bailen/bailen_3092.wav|Nada entendiamos pero Santorcaz o por petulancia o porque realmente habia penetrado la intencion de Reding nos dijo:|Nada entendiamos pero Santorcaz o por petulancia o porque realmente habia penetrado la intencion de Reding nos dijo:|9.04
bailen/bailen_3093.wav|-Nuestro general sabe lo que se hace y es hombre que conoce la filosofia de las marchas.|-Nuestro general sabe lo que se hace y es hombre que conoce la filosofia de las marchas.|7.23
bailen/bailen_3094.wav|Haciendo alto a orillas del Guadalimas parte del ejercito se entretuvo en marchas incomprensibles y empleando en esto mas de un dia nos encontramos de nuevo sobre Mengibar al anochecer del 18|Haciendo alto a orillas del Guadalimas parte del ejercito se entretuvo en marchas incomprensibles y empleando en esto mas de un dia nos encontramos de nuevo sobre Mengibar al anochecer del dieciocho|5.7
bailen/bailen_3095.wav|punto al cual habia llegado horas antes la division del marques de Coupigny.|punto al cual habia llegado horas antes la division del marques de Coupigny.|6.19
bailen/bailen_3096.wav|Reunidos ambos ejercitos no hubo alli mas parada que la precisa para recoger las provisiones de que estabamos tan escasos|Reunidos ambos ejercitos no hubo alli mas parada que la precisa para recoger las provisiones de que estabamos tan escasos|6.72
bailen/bailen_3097.wav|y ya muy de noche emprendimos el camino de Bailen. eramos catorce mil hombres.|y ya muy de noche emprendimos el camino de Bailen. eramos catorce mil hombres.|7.13
bailen/bailen_3098.wav|Todo anunciaba que ibamos a tener un encuentro formal con el ejercito frances.|Todo anunciaba que ibamos a tener un encuentro formal con el ejercito frances.|6.07
bailen/bailen_3099.wav|Segun nuestras noticias Dupont continuaba en Andujar reforzado por la division de Vedel.|Segun nuestras noticias Dupont continuaba en Andujar reforzado por la division de Vedel.|6.97
bailen/bailen_3100.wav|¿Habian trabado accion con nuestro tercer cuerpo y el de reserva que pasando el rio por Marmolejo estaban situados en la orilla derecha?|¿Habian trabado accion con nuestro tercer cuerpo y el de reserva que pasando el rio por Marmolejo estaban situados en la orilla derecha?|8.67
bailen/bailen_3101.wav|Nosotros creiamos que si|Nosotros creiamos que si|1.81
bailen/bailen_3102.wav|a menos que Castanos no aguardase para atacar energicamente a que la primera y segunda division cayeran sobre la espalda del ejercito de Dupont bajando desde Bailen.|a menos que Castanos no aguardase para atacar energicamente a que la primera y segunda division cayeran sobre la espalda del ejercito de Dupont bajando desde Bailen.|11.34
bailen/bailen_3103.wav|¿Era este el objeto que nos guiaba en nuestra marcha? Parecianos que si.|¿Era este el objeto que nos guiaba en nuestra marcha? Parecianos que si.|6.49
bailen/bailen_3104.wav|Mientras llegaba el momento del drama lejos de nosotros y en los flancos del ejercito imperial|Mientras llegaba el momento del drama lejos de nosotros y en los flancos del ejercito imperial|4.86
bailen/bailen_3105.wav|mil dramaticas peripecias debian precipitar la catastrofe irritando paulatinamente al enemigo.|mil dramaticas peripecias debian precipitar la catastrofe irritando paulatinamente al enemigo.|6.98
bailen/bailen_3106.wav|Los cuerpos y columnas de guerrilleros mandados por D. Juan de la Cruz|Los cuerpos y columnas de guerrilleros mandados por Don Juan de la Cruz|3.72
bailen/bailen_3107.wav|el conde de Valdecanas y el clerigo Argote se habian desparramado como enjambre mortifero por los pueblos y caserios que dominaban el cuartel general frances|el conde de Valdecanas y el clerigo Argote se habian desparramado como enjambre mortifero por los pueblos y caserios que dominaban el cuartel general frances|9.06
bailen/bailen_3108.wav|en las primeras estribaciones de la sierra al Norte de Andujar.|en las primeras estribaciones de la sierra al Norte de Andujar.|5.34
bailen/bailen_3109.wav|De tal modo perseguian aquellos ardorosos paisanos a los franceses y con tanta rapidez se dispersaban para evitar ser atacados|De tal modo perseguian aquellos ardorosos paisanos a los franceses y con tanta rapidez se dispersaban para evitar ser atacados|7.33
bailen/bailen_3110.wav|que a los invasores les era de todo punto imposible estar tranquilos un solo momento.|que a los invasores les era de todo punto imposible estar tranquilos un solo momento.|6.29
bailen/bailen_3111.wav|El poderoso gigante sacudia de una manotada aquellos moscones venenosos|El poderoso gigante sacudia de una manotada aquellos moscones venenosos|4.79
bailen/bailen_3112.wav|pero estos volvian a zumbar en derredor suyo le molestaban con sus terribles picaduras y huian incolumes sin temer la espada ni el canon|pero estos volvian a zumbar en derredor suyo le molestaban con sus terribles picaduras y huian incolumes sin temer la espada ni el canon|9.02
bailen/bailen_3113.wav|pues estas armas no se han hecho para mosquitos.|pues estas armas no se han hecho para mosquitos.|5.57
bailen/bailen_3114.wav|No podian apartarse los franceses de su cuartel general como no fuera en grandes destacamentos:|No podian apartarse los franceses de su cuartel general como no fuera en grandes destacamentos:|5.55
bailen/bailen_3115.wav|frecuentemente iban mil hombres a llenar en la fuente proxima unas cuantas alcarrazas de agua.|frecuentemente iban mil hombres a llenar en la fuente proxima unas cuantas alcarrazas de agua.|6.02
bailen/bailen_3116.wav|Si por acaso salian a merodear pelotones de poca fuerza eran despachados por los guerrilleros en menos que se reza un credo.|Si por acaso salian a merodear pelotones de poca fuerza eran despachados por los guerrilleros en menos que se reza un credo.|8.26
bailen/bailen_3117.wav|Antes que consentir que se apoderasen de una panera la quemaban: las fuentes eran enturbiadas con lodo y estiercol para que no pudieran beber:|Antes que consentir que se apoderasen de una panera la quemaban: las fuentes eran enturbiadas con lodo y estiercol para que no pudieran beber:|9.17
bailen/bailen_3118.wav|los molinos desmontados y enterradas sus piedras para que no molieran un solo grano.|los molinos desmontados y enterradas sus piedras para que no molieran un solo grano.|6.02
bailen/bailen_3119.wav|¡Ay de aquel frances que se rezagara en las marchas de su destacamento! ¡Sentiase de improviso asido por mil colericas manos|¡Ay de aquel frances que se rezagara en las marchas de su destacamento! ¡Sentiase de improviso asido por mil colericas manos|8.18
bailen/bailen_3120.wav|sentiase arrastrado por las mujeres pellizcado por loschicos y acuchillado por los hombres|sentiase arrastrado por las mujeres pellizcado por loschicos y acuchillado por los hombres|6.17
bailen/bailen_3121.wav|hasta que su existencia se apagaba con horrible choque en la fria profundidad de un pozo!|hasta que su existencia se apagaba con horrible choque en la fria profundidad de un pozo!|7.05
bailen/bailen_3122.wav|El invasor no encontraba asilo en ninguna parte y forzosamente encerrado en los limites del cuartel general|El invasor no encontraba asilo en ninguna parte y forzosamente encerrado en los limites del cuartel general|6.21
bailen/bailen_3123.wav|veia conjurados contra si hombres y naturaleza. Por esto|veia conjurados contra si hombres y naturaleza. Por esto|5.2
bailen/bailen_3124.wav|rabioso y desesperado anhelaba batirse en funcion campal seguro de su destreza y costumbre de guerrear|rabioso y desesperado anhelaba batirse en funcion campal seguro de su destreza y costumbre de guerrear|7.36
bailen/bailen_3125.wav|y lamentando la estupefaccion del general en jefe exclamaba:|y lamentando la estupefaccion del general en jefe exclamaba:|4.48
bailen/bailen_3126.wav|«Demos una batalla y aunque muera la mitad del ejercito la otra mitad conquistara un charco en que beber y un punado de trigo seco que llevar a la boca».|Demos una batalla y aunque muera la mitad del ejercito la otra mitad conquistara un charco en que beber y un punado de trigo seco que llevar a la boca .|11.7
bailen/bailen_3127.wav|Habian dejado los franceses en Montoro un destacamento de setenta hombres para custodiar un molino donde fabricaban con dificultad harina malisima.|Habian dejado los franceses en Montoro un destacamento de setenta hombres para custodiar un molino donde fabricaban con dificultad harina malisima.|9.48
bailen/bailen_3128.wav|El alcalde de aquella villa donde no habia quedado ni una sola arma de fuego se atreve sin embargo a dar cuenta de los setenta franceses|El alcalde de aquella villa donde no habia quedado ni una sola arma de fuego se atreve sin embargo a dar cuenta de los setenta franceses|7.91
bailen/bailen_3129.wav|para lo cual era preciso despachar primero a los veinticinco que a todas horas estaban de guardia en el puente.|para lo cual era preciso despachar primero a los veinticinco que a todas horas estaban de guardia en el puente.|7.8
bailen/bailen_3130.wav|Reune pues algunos paisanos decididos y usando la arma blanca ataca con furia a la guardia los veinticinco son exterminados|Reune pues algunos paisanos decididos y usando la arma blanca ataca con furia a la guardia los veinticinco son exterminados|9.36
bailen/bailen_3131.wav|apoderase de sus fusiles la valiente cuadrilla sorprende el resto del destacamento en la casa donde se albergaba hace prisioneros a soldados y jefes|apoderase de sus fusiles la valiente cuadrilla sorprende el resto del destacamento en la casa donde se albergaba hace prisioneros a soldados y jefes|8.89
bailen/bailen_3132.wav|y les manda a la isla de Leon.|y les manda a la isla de Leon.|3.47
bailen/bailen_3133.wav|El parte en que se notifico este suceso a la Junta Suprema decia que todo se hizo con las varas de los harrieros (conservola ortografia del original)|El parte en que se notifico este suceso a la Junta Suprema decia que todo se hizo con las varas de los harrieros conservola ortografia del original |9.69
bailen/bailen_3134.wav|pero esto ha de ser una hiperbole andaluza. Sintiendose llamado a mas grandes acciones|pero esto ha de ser una hiperbole andaluza. Sintiendose llamado a mas grandes acciones|7.41
bailen/bailen_3135.wav|don Jose de La Torre (que asi se nombraba aquel alcaldito) sale al encuentro de un convoy que venia de Cordoba y de los cincuenta y nueve franceses que custodiaban este|don Jose de La Torre que asi se nombraba aquel alcaldito  sale al encuentro de un convoy que venia de Cordoba y de los cincuenta y nueve franceses que custodiaban este|9.79
bailen/bailen_3136.wav|los cincuenta quedan tendidos en el camino y los nueve restantes corren a contar a Dupont lo que ha pasado.|los cincuenta quedan tendidos en el camino y los nueve restantes corren a contar a Dupont lo que ha pasado.|7.97
bailen/bailen_3137.wav|Entonces Dupont envia mil hombres a Montoro con encargo de que incendien el pueblo y lleven vivo o muerto al alcalde.|Entonces Dupont envia mil hombres a Montoro con encargo de que incendien el pueblo y lleven vivo o muerto al alcalde.|7.49
bailen/bailen_3138.wav|Arde Montoro y La Torre conducido vivo va a ser pasado por las armas:|Arde Montoro y La Torre conducido vivo va a ser pasado por las armas:|5.24
bailen/bailen_3139.wav|pero un general frances a quien poco antes habia dado hospitalidad intercede por el es puesto en libertad|pero un general frances a quien poco antes habia dado hospitalidad intercede por el es puesto en libertad|7.06
bailen/bailen_3140.wav|y aquel petit caporal de las guerrillas marcha a Sevilla y recibe de la Junta los galones de capitan de ejercito.|y aquel petit caporal de las guerrillas marcha a Sevilla y recibe de la Junta los galones de capitan de ejercito.|9.61
bailen/bailen_3141.wav|Pues bien lo que pasaba en Montoro ocurria en todos los pueblos de la carretera de Andalucia desde Cordoba hasta Santa Elena.|Pues bien lo que pasaba en Montoro ocurria en todos los pueblos de la carretera de Andalucia desde Cordoba hasta Santa Elena.|7.52
bailen/bailen_3142.wav|El gigante que incendiaba lugares y destrozaba ejercitos no podia dar un paso sin encontrar un avispero y frenetico con aquel zumbido envenenado por los aguijones|El gigante que incendiaba lugares y destrozaba ejercitos no podia dar un paso sin encontrar un avispero y frenetico con aquel zumbido envenenado por los aguijones|9.8
bailen/bailen_3143.wav|maldecia la hora de la invasion. El aguila devorada por los insectos graznaba a orillas del Guadalquivir con hambre y calentura|maldecia la hora de la invasion. El aguila devorada por los insectos graznaba a orillas del Guadalquivir con hambre y calentura|8.97
bailen/bailen_3144.wav|afilando sus garras en el tronco de los olivos con el ansia de que llegara pronto la ocasion de destrozar alguna cosa.|afilando sus garras en el tronco de los olivos con el ansia de que llegara pronto la ocasion de destrozar alguna cosa.|8.66
bailen/bailen_3145.wav|-Dejate de papeles -me dijo Marijuan- ¡Que demonios de marinos! ¿Viste como atacaban?|-Dejate de papeles -me dijo Marijuan- ¡Que demonios de marinos! ¿Viste como atacaban?|6.81
bailen/bailen_3146.wav|-La hacen hija legitima por autorizacion real. -¿Que estas diciendo?|-La hacen hija legitima por autorizacion real. -¿Que estas diciendo?|5.01
bailen/bailen_3147.wav|Ya no queda duda que hemos vencido a Napoleon y como este ha vencido a todo el mundo resulta que nosotros hemos vencido al mundo entero.|Ya no queda duda que hemos vencido a Napoleon y como este ha vencido a todo el mundo resulta que nosotros hemos vencido al mundo entero.|7.96
bailen/bailen_3148.wav|¿Pero chico no te vuelves loco? Mira como alzan los brazos gritando aquellos generales que vienen por el llano.|¿Pero chico no te vuelves loco? Mira como alzan los brazos gritando aquellos generales que vienen por el llano.|7.99
bailen/bailen_3149.wav|¡Benditas penas benditos golpes bendito calor y bendita sed puesto que al fin hemos salido vencedores!|¡Benditas penas benditos golpes bendito calor y bendita sed puesto que al fin hemos salido vencedores!|7.28
bailen/bailen_3150.wav|¡Viva Espana! -De esa manera -le dije yo preocupado con mis guerras|¡Viva Espana! -De esa manera -le dije yo preocupado con mis guerras|6.59
bailen/bailen_3151.wav|-entra a disfrutar el mayorazgo casandose con D. Diego para evitar un litigio que arruinaria a las dos familias.|-entra a disfrutar el mayorazgo casandose con Don Diego para evitar un litigio que arruinaria a las dos familias.|7.72
bailen/bailen_3152.wav|-¿Que hablas ahi muchacho? -exclamo con sorpresa- Ya sabes que los franceses se van a entregar todos. ¡Que vergüenza!|-¿Que hablas ahi muchacho? -exclamo con sorpresa- Ya sabes que los franceses se van a entregar todos. ¡Que vergüenza!|7.7
bailen/bailen_3153.wav|¡Que vuelva Napoleon a metersecon los espanoles! Chico nos vamos a comer el mundo|¡Que vuelva Napoleon a metersecon los espanoles! Chico nos vamos a comer el mundo|5.8
bailen/bailen_3154.wav|y digo que la Junta de Sevilla es una remilgada si no nos manda conquistar a Paris. ¡Viva Espana!|y digo que la Junta de Sevilla es una remilgada si no nos manda conquistar a Paris. ¡Viva Espana!|8.04
bailen/bailen_3155.wav|-Y nuestro amo ¿donde esta? -pregunte intranquilo-. ¿Que ha sido del senorito de Rumblar?|-Y nuestro amo ¿donde esta? -pregunte intranquilo-. ¿Que ha sido del senorito de Rumblar?|6.5
bailen/bailen_3156.wav|-¡Creo que ha muerto! -me contesto laconicamente Marijuan picando espuelas y alejandose de mi.|-¡Creo que ha muerto! -me contesto laconicamente Marijuan picando espuelas y alejandose de mi.|8.25
bailen/bailen_3157.wav|Tan estupenda noticia dio nueva direccion a mis alborotados pensamientos.|Tan estupenda noticia dio nueva direccion a mis alborotados pensamientos.|5.0
bailen/bailen_3158.wav|El aspecto de la refriega interior que me sacudia el alma cambio de improviso y por completo. Todo vino abajo todo se puso de otro color|El aspecto de la refriega interior que me sacudia el alma cambio de improviso y por completo. Todo vino abajo todo se puso de otro color|9.1
bailen/bailen_3159.wav|y el mundo fue distinto a mis ojos. Ignoro si en aquel momento senti la muerte de mi amo|y el mundo fue distinto a mis ojos. Ignoro si en aquel momento senti la muerte de mi amo|6.72
bailen/bailen_3160.wav|o si por el contrario desbordado el corruptor egoismo en mi alma acepte con regocijo la desaparicion de quien interponiendose entre mi ideal y yo|o si por el contrario desbordado el corruptor egoismo en mi alma acepte con regocijo la desaparicion de quien interponiendose entre mi ideal y yo|9.34
bailen/bailen_3161.wav|alteraba a mis ojos el equilibrio del universo mas que Napoleon el de Europa... En medio del delirio de aquella gran victoria|alteraba a mis ojos el equilibrio del universo mas que Napoleon el de Europa... En medio del delirio de aquella gran victoria|8.47
bailen/bailen_3162.wav|una de las mas trascendentales que han ocurrido en el mundo|una de las mas trascendentales que han ocurrido en el mundo|3.27
bailen/bailen_3163.wav|yo permanecia mudo y mi caballo me transportaba de un lado para otro segun su albedrio.|yo permanecia mudo y mi caballo me transportaba de un lado para otro segun su albedrio.|6.75
bailen/bailen_3164.wav|En mi derredor la efervescencia de aquella patriotica alegria de aquel entusiasmo febril causaba estrepitoso oleaje.|En mi derredor la efervescencia de aquella patriotica alegria de aquel entusiasmo febril causaba estrepitoso oleaje.|8.33
bailen/bailen_3165.wav|Alli la persona humana habia desaparecido fundiendose en el hermoso conjunto de la sociedad o la Nacion|Alli la persona humana habia desaparecido fundiendose en el hermoso conjunto de la sociedad o la Nacion|6.5
bailen/bailen_3166.wav|que era sin duda la que conmovia la tierra con sus gritos de gozo.|que era sin duda la que conmovia la tierra con sus gritos de gozo.|4.86
bailen/bailen_3167.wav|El unico quese conservaba aislado y podia llamarse hombre era el egoista Gabriel|El unico quese conservaba aislado y podia llamarse hombre era el egoista Gabriel|5.17
bailen/bailen_3168.wav|grano de arena no conglomerado con la montana y que rodaba solo haciendo por su propia cuenta las revoluciones establecidas por la armonia del mundo.|grano de arena no conglomerado con la montana y que rodaba solo haciendo por su propia cuenta las revoluciones establecidas por la armonia del mundo.|11.06
bailen/bailen_3169.wav|-Es preciso averiguar si realmente ha muerto Rumblar... ¿Entrara al fin Ines en la familia de su madre? ¿La perdere para|-Es preciso averiguar si realmente ha muerto Rumblar... ¿Entrara al fin Ines en la familia de su madre? ¿La perdere para|8.7
bailen/bailen_3170.wav|¿Debo reirme de mi necia y ridicula aspiracion? ¿Un hombre como yo puede subir a tanta altura? ¿La misteriosa oscuridad de los tiempos venideros|¿Debo reirme de mi necia y ridicula aspiracion? ¿Un hombre como yo puede subir a tanta altura? ¿La misteriosa oscuridad de los tiempos venideros|9.98
bailen/bailen_3171.wav|ocultara alguna cosa que destruya este nivel espantoso? ¿Puedo esperar o resignarme desde ahora|ocultara alguna cosa que destruya este nivel espantoso? ¿Puedo esperar o resignarme desde ahora|7.27
bailen/bailen_3172.wav|bendiciendo la mano de la Providencia que me arroja en el polvo de donde nunca debi intentar salir?|bendiciendo la mano de la Providencia que me arroja en el polvo de donde nunca debi intentar salir?|8.42
bailen/bailen_3173.wav|Estas preguntas me hacia cuando un acontecimiento no previsto vino a alterar repentinamente la situacion de las cosas fuera de mi.|Estas preguntas me hacia cuando un acontecimiento no previsto vino a alterar repentinamente la situacion de las cosas fuera de mi.|8.05
bailen/bailen_3174.wav|El ejercito corria a ocupar sus posiciones la corneta y el tambor convocaban a todos los soldados y gran numero de gentes del pueblo hombres y mujeres|El ejercito corria a ocupar sus posiciones la corneta y el tambor convocaban a todos los soldados y gran numero de gentes del pueblo hombres y mujeres|9.88
bailen/bailen_3175.wav|corrian hacia las calles de Bailen. Nuestros destacamentos habian divisado las columnas avanzadas del general Vedel|corrian hacia las calles de Bailen. Nuestros destacamentos habian divisado las columnas avanzadas del general Vedel|8.81
bailen/bailen_3176.wav|que venia de Guarroman en auxilio de Dupont y ya a poca distancia un canonazo nos anuncio la presencia de un nuevo enemigo.|que venia de Guarroman en auxilio de Dupont y ya a poca distancia un canonazo nos anuncio la presencia de un nuevo enemigo.|8.95
bailen/bailen_3177.wav|¡Ay! ¡si Vedel hubiese llegado un momento antes poniendonos entre dos fuegos! Pero Dios protector en aquel dia de la Espana oprimiday saqueada|¡Ay! ¡si Vedel hubiese llegado un momento antes poniendonos entre dos fuegos! Pero Dios protector en aquel dia de la Espana y saqueada|9.81
bailen/bailen_3178.wav|permitio que Vedel llegase cuando estaba convenida ya la tregua y se habia principiado a negociar la capitulacion.|permitio que Vedel llegase cuando estaba convenida ya la tregua y se habia principiado a negociar la capitulacion.|7.9
bailen/bailen_3179.wav|Al instante mando Reding un oficio al general frances dandole cuenta de lo ocurrido y los enemigos se detuvieron mas alla de una ermita que llaman de San Cristobal|Al instante mando Reding un oficio al general frances dandole cuenta de lo ocurrido y los enemigos se detuvieron mas alla de una ermita que llaman de San Cristobal|9.53
bailen/bailen_3180.wav|situada a mano izquierda del camino real yendo de Bailen a Guarroman.|situada a mano izquierda del camino real yendo de Bailen a Guarroman.|5.65
bailen/bailen_3181.wav|Al poco rato vimos un oficial frances que llego al pueblo con un oficio para Reding y otro para Dupont|Al poco rato vimos un oficial frances que llego al pueblo con un oficio para Reding y otro para Dupont|6.07
bailen/bailen_3182.wav|y como en el cuartel general de este se estaban ya negociando las bases de la capitulacion|y como en el cuartel general de este se estaban ya negociando las bases de la capitulacion|5.14
bailen/bailen_3183.wav|nos consideramos seguros de ser atacados por la parte alta del camino a causa de que la acordada suspension de armas debia afectar a todas las fuerzas que componian el ejercito imperial de Andalucia.|nos consideramos seguros de ser atacados por la parte alta del camino a causa de que la acordada suspension de armas debia afectar a todas las fuerzas que componian el ejercito imperial de Andalucia.|12.63
bailen/bailen_3184.wav|A pesar de esta confianza varios regimientos entre ellos el de Irlanda y el famosisimo de ordenes Militares que tanto se habia distinguido en la batalla|A pesar de esta confianza varios regimientos entre ellos el de Irlanda y el famosisimo de ordenes Militares que tanto se habia distinguido en la batalla|9.15
bailen/bailen_3185.wav|ocuparon el camino frente a las tropas de Vedel las cuales iban llegando por momentos y tomaban posiciones.|ocuparon el camino frente a las tropas de Vedel las cuales iban llegando por momentos y tomaban posiciones.|8.23
bailen/bailen_3186.wav|Mi regimiento fue colocado en la entrada oriental del pueblo. Seria poco mas de la una cuando los franceses de Vedel sin aguardar a que les contestara Dupont|Mi regimiento fue colocado en la entrada oriental del pueblo. Seria poco mas de la una cuando los franceses de Vedel sin aguardar a que les contestara Dupont|9.84
bailen/bailen_3187.wav|rompieron el fuego contra Irlanda sorprendiendoles con fuerzas considerables.|rompieron el fuego contra Irlanda sorprendiendoles con fuerzas considerables.|6.22
bailen/bailen_3188.wav|Gran efervescencia y algazara y tumulto en nuestras filas. Todos querian ir no a combatir con los franceses|Gran efervescencia y algazara y tumulto en nuestras filas. Todos querian ir no a combatir con los franceses|7.37
bailen/bailen_3189.wav|sino apasarlos a cuchillo por violar las leyes de la guerra.|sino apasarlos a cuchillo por violar las leyes de la guerra.|3.91
bailen/bailen_3190.wav|Pero nosotros teniamos para sojuzgar a los traidores rehenes preciosos cuales eran los restos del ejercito de Dupont que estaban en nuestro poder|Pero nosotros teniamos para sojuzgar a los traidores rehenes preciosos cuales eran los restos del ejercito de Dupont que estaban en nuestro poder|9.19
bailen/bailen_3191.wav|como una victima maniatada y con la cabeza sobre el tajo.|como una victima maniatada y con la cabeza sobre el tajo.|4.86
bailen/bailen_3192.wav|Durante la confusion que siguio al ataque algunas tropas acudieron a cercar el campo frances vencido|Durante la confusion que siguio al ataque algunas tropas acudieron a cercar el campo frances vencido|5.75
bailen/bailen_3193.wav|y otras corrieron en auxilio de los regimientos de Irlanda y ordenes puestos en gran compromiso.|y otras corrieron en auxilio de los regimientos de Irlanda y ordenes puestos en gran compromiso.|7.26
bailen/bailen_3194.wav|A pesar de la inferioridad de numero y de posicion de nuestras tropas todo anunciaba que se iba a trabar un combate tan encarnizado como el primero|A pesar de la inferioridad de numero y de posicion de nuestras tropas todo anunciaba que se iba a trabar un combate tan encarnizado como el primero|8.39
bailen/bailen_3195.wav|y los valerosos paisanos lo mismo que los soldados de linea|y los valerosos paisanos lo mismo que los soldados de linea|3.32
bailen/bailen_3196.wav|ardian en generoso anhelo de morir si era preciso por rematar con una tarde epica la gloriosa manana.|ardian en generoso anhelo de morir si era preciso por rematar con una tarde epica la gloriosa manana.|7.68
bailen/bailen_3197.wav|Pero la Providencia como he dicho estaba de nuestra parte. Casi juntamente con los primeros tiros de la embestida de Vedel sonaron canonazos lejanos|Pero la Providencia como he dicho estaba de nuestra parte. Casi juntamente con los primeros tiros de la embestida de Vedel sonaron canonazos lejanos|9.41
bailen/bailen_3198.wav|que al principio no supimos a que direccion referir. -¿Que es eso? ¿Hacen fuego por el Herrumblar|que al principio no supimos a que direccion referir. -¿Que es eso? ¿Hacen fuego por el Herrumblar|6.86
bailen/bailen_3199.wav|o es la gente de Mengibar? -preguntaban alli. -Es la division de D. Manuel de la Pena que viene por la Casa del Rey|o es la gente de Mengibar? -preguntaban alli. -Es la division de Don Manuel de la Pena que viene por la Casa del Rey|8.15
bailen/bailen_3200.wav|-contesto uno que a todo escape venia del primer campo de batalla.|-contesto uno que a todo escape venia del primer campo de batalla.|5.45
bailen/bailen_3201.wav|La tercera division enviada al amanecer desde Andujar por Castanos en seguimiento de Dupont|La tercera division enviada al amanecer desde Andujar por Castanos en seguimiento de Dupont|5.8
bailen/bailen_3202.wav|habia llegado y se anunciaba al enemigo con disparosde polvora seca.|habia llegado y se anunciaba al enemigo con disparosde polvora seca.|5.64
bailen/bailen_3203.wav|Aterrado con este nuevo refuerzo que aniquilaria los restos del ejercito si Vedel no se sometia al armisticio|Aterrado con este nuevo refuerzo que aniquilaria los restos del ejercito si Vedel no se sometia al armisticio|6.75
bailen/bailen_3204.wav|Dupont dio energicas ordenes para que cesara el fuego de la division recien venida de Guarroman y el fuego ceso.|Dupont dio energicas ordenes para que cesara el fuego de la division recien venida de Guarroman y el fuego ceso.|8.34
bailen/bailen_3205.wav|Con esto los nueve mil hombres de Vedel se sometieron de antemano al pacto que ajustaba su general en jefe.|Con esto los nueve mil hombres de Vedel se sometieron de antemano al pacto que ajustaba su general en jefe.|8.8
bailen/bailen_3206.wav|Seguimos sin embargo sobre las armas y las entradas de la villa continuaron custodiadas por numerosas fuerzas|Seguimos sin embargo sobre las armas y las entradas de la villa continuaron custodiadas por numerosas fuerzas|6.09
bailen/bailen_3207.wav|que se relevaban para proporcionarnos algun descanso.|que se relevaban para proporcionarnos algun descanso.|4.76
bailen/bailen_3208.wav|Cuando me toco dejar la guardia dirigime a una de las muchas casas del pueblo en que curaban heridos para que me pusieran algo en la mano izquierda donde habia recibido una contusion|Cuando me toco dejar la guardia dirigime a una de las muchas casas del pueblo en que curaban heridos para que me pusieran algo en la mano izquierda donde habia recibido una contusion|9.95
bailen/bailen_3209.wav|que aunque ligera me escocia bastante. Regresaba luego a pie en busca de mi puesto|que aunque ligera me escocia bastante. Regresaba luego a pie en busca de mi puesto|6.97
bailen/bailen_3210.wav|cuando sintiendo una mano en mi hombro mire y tuve el gusto de encontrarme cara a cara con D. Paco el maestro y ayo de D. Diego.|cuando sintiendo una mano en mi hombro mire y tuve el gusto de encontrarme cara a cara con Don Paco el maestro y ayo de Don Diego.|9.42
bailen/bailen_3211.wav|-¿Que ha sido del nino? ¿donde esta? No ha venido por casa -me dijo con tono angustiado y poniendose palido.|-¿Que ha sido del nino? ¿donde esta? No ha venido por casa -me dijo con tono angustiado y poniendose palido.|8.66
bailen/bailen_3212.wav|Las piernas me tiemblanGabriel y si mi senor y discipulo no parece yo no me atrevo a decirselo a la senora. -Ya parecera|Las piernas me tiemblanGabriel y si mi senor y discipulo no parece yo no me atrevo a decirselo a la senora. -Ya parecera|9.11
bailen/bailen_3213.wav|yo le vi poco antes de concluir la batalla. Andara por cualquier lado -dije para calmar su inquietud.|yo le vi poco antes de concluir la batalla. Andara por cualquier lado -dije para calmar su inquietud.|6.91
bailen/bailen_3214.wav|-Es raro que estando sano y salvo no viniese a casa o mandara un recado. ¿En donde hay caballeria?|-Es raro que estando sano y salvo no viniese a casa o mandara un recado. ¿En donde hay caballeria?|6.59
bailen/bailen_3215.wav|-En San Cristobal en donde estaba la bateria en la noria en los altos de la derecha en los del Gaudiel hacia el|-En San Cristobal en donde estaba la bateria en la noria en los altos de la derecha en los del Gaudiel hacia el|9.58
bailen/bailen_3216.wav|Ya andara el Sr. D. Diego por ahi. -Dios lo quiera. Voy corro a buscarlo. ¿Dime tu...|Ya andara el Senor Don Diego por ahi. -Dios lo quiera. Voy corro a buscarlo. ¿Dime tu...|8.23
bailen/bailen_3217.wav|ya no haran fuego eh? ¿Habra peligro en andar por aqui? Si quisieras acompanarme.|ya no haran fuego eh? ¿Habra peligro en andar por aqui? Si quisieras acompanarme.|6.21
bailen/bailen_3218.wav|¡Diantre con el nino y si supiera el que buenas noticias le traigo como se apresuraria a venir a mi encuentro! -¿Que noticias Sr. D. Francisco?|¡Diantre con el nino y si supiera el que buenas noticias le traigo como se apresuraria a venir a mi encuentro! -¿Que noticias Senor Don Francisco?|9.61
bailen/bailen_3219.wav|¿Se pueden saber? -pregunte disponiendome a acompanar al ayo por el campo de batalla. -¡Noticias estupendas y que le haran saltar de gozo!|¿Se pueden saber? -pregunte disponiendome a acompanar al ayo por el campo de batalla. -¡Noticias estupendas y que le haran saltar de gozo!|9.83
